CustomerKey,age_cleaned,age_bin,job,marital,education,edu_group,income_group,default,housing,loan,financial_status
945,51,50-59,services,married,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
946,50,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
947,38,30-39,admin.,single,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
948,48,40-49,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
949,44,40-49,technician,divorced,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
950,34,30-39,blue-collar,single,basic.4y,Elementary,Low Income,no,no,no,No Obligations
951,36,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
952,40,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
953,35,30-39,admin.,married,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
954,35,30-39,admin.,married,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
955,32,30-39,management,single,university.degree,Advanced,High Income,no,no,no,No Obligations
956,34,30-39,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
957,35,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
958,28,20-29,admin.,single,professional.course,Secondary,Medium Income,no,no,no,No Obligations
959,48,40-49,unemployed,married,basic.4y,Elementary,No Income,no,yes,yes,Has Obligations
960,53,50-59,blue-collar,married,professional.course,Secondary,Low Income,no,yes,yes,Has Obligations
961,31,30-39,management,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
962,59,50-59,retired,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
963,51,50-59,unemployed,married,high.school,Secondary,No Income,no,yes,no,Has Obligations
964,40,30-39,technician,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
965,42,40-49,entrepreneur,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
966,30,20-29,housemaid,married,high.school,Secondary,No Income,no,no,no,No Obligations
967,50,40-49,entrepreneur,married,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
968,36,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
969,29,20-29,unemployed,single,university.degree,Advanced,No Income,no,no,no,No Obligations
970,43,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
971,35,30-39,services,married,high.school,Secondary,Low Income,no,no,no,No Obligations
972,48,40-49,blue-collar,divorced,basic.4y,Elementary,Low Income,no,no,no,No Obligations
973,44,40-49,blue-collar,married,basic.6y,Elementary,Low Income,no,no,yes,Has Obligations
974,32,30-39,blue-collar,married,professional.course,Secondary,Low Income,no,no,no,No Obligations
975,41,40-49,admin.,married,basic.4y,Elementary,Medium Income,no,no,yes,Has Obligations
976,27,20-29,student,single,high.school,Secondary,No Income,no,no,no,No Obligations
977,54,50-59,technician,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
978,48,40-49,admin.,married,high.school,Secondary,Medium Income,no,no,yes,Has Obligations
979,32,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
980,33,30-39,management,married,university.degree,Advanced,High Income,no,no,yes,Has Obligations
981,44,40-49,technician,single,high.school,Secondary,Medium Income,no,no,no,No Obligations
982,50,40-49,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
983,32,30-39,student,single,university.degree,Advanced,No Income,no,no,no,No Obligations
984,32,30-39,student,single,university.degree,Advanced,No Income,no,yes,no,Has Obligations
985,40,30-39,admin.,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
986,24,20-29,services,single,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
987,32,30-39,technician,married,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
988,33,30-39,admin.,single,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
989,48,40-49,technician,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
990,52,50-59,housemaid,married,basic.4y,Elementary,No Income,no,no,no,No Obligations
991,30,20-29,admin.,married,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
992,36,30-39,admin.,divorced,university.degree,Advanced,Medium Income,no,no,no,No Obligations
993,31,30-39,admin.,married,high.school,Secondary,Medium Income,no,no,no,No Obligations
994,41,40-49,technician,married,professional.course,Secondary,Medium Income,no,yes,yes,Has Obligations
995,35,30-39,admin.,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
996,55,50-59,retired,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
997,57,50-59,retired,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
998,38,30-39,entrepreneur,married,basic.6y,Elementary,High Income,no,yes,no,Has Obligations
999,52,50-59,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
1000,60,50-59,services,married,high.school,Secondary,Low Income,no,yes,no,Has Obligations
1001,24,20-29,student,single,high.school,Secondary,No Income,no,yes,no,Has Obligations
1002,38,30-39,entrepreneur,married,basic.6y,Elementary,High Income,no,no,no,No Obligations
1003,44,40-49,technician,divorced,high.school,Secondary,Medium Income,no,no,no,No Obligations
1004,25,20-29,services,divorced,high.school,Secondary,Low Income,no,yes,no,Has Obligations
1005,32,30-39,admin.,married,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
1006,27,20-29,housemaid,married,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
1007,45,40-49,services,married,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
1008,30,20-29,services,single,high.school,Secondary,Low Income,no,yes,no,Has Obligations
1009,60,50-59,entrepreneur,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
1010,28,20-29,services,single,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
1011,45,40-49,blue-collar,married,basic.4y,Elementary,Low Income,no,no,yes,Has Obligations
1012,37,30-39,unemployed,married,professional.course,Secondary,No Income,no,no,no,No Obligations
1013,37,30-39,unemployed,married,professional.course,Secondary,No Income,no,no,yes,Has Obligations
1014,36,30-39,services,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
1015,35,30-39,services,married,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
1016,34,30-39,admin.,single,high.school,Secondary,Medium Income,no,no,no,No Obligations
1017,33,30-39,services,married,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
1018,38,30-39,unemployed,married,high.school,Secondary,No Income,no,no,yes,Has Obligations
1019,30,20-29,admin.,divorced,university.degree,Advanced,Medium Income,no,no,no,No Obligations
1020,31,30-39,blue-collar,divorced,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
1021,37,30-39,blue-collar,married,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
1022,37,30-39,technician,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
1023,37,30-39,technician,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
1024,26,20-29,services,divorced,basic.6y,Elementary,Low Income,no,no,no,No Obligations
1025,33,30-39,management,married,high.school,Secondary,High Income,no,no,no,No Obligations
1026,54,50-59,admin.,married,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
1027,35,30-39,entrepreneur,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
1028,33,30-39,services,single,high.school,Secondary,Low Income,no,yes,no,Has Obligations
1029,37,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,no,yes,Has Obligations
1030,33,30-39,blue-collar,divorced,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
1031,43,40-49,entrepreneur,married,university.degree,Advanced,High Income,no,no,no,No Obligations
1032,47,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
1033,30,20-29,services,divorced,high.school,Secondary,Low Income,no,no,no,No Obligations
1034,51,50-59,admin.,divorced,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
1035,59,50-59,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
1036,31,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
1037,39,30-39,unemployed,married,university.degree,Advanced,No Income,no,yes,no,Has Obligations
1038,43,40-49,blue-collar,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
1039,30,20-29,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
1040,37,30-39,blue-collar,married,professional.course,Secondary,Low Income,no,no,no,No Obligations
1041,37,30-39,blue-collar,married,professional.course,Secondary,Low Income,no,yes,yes,Has Obligations
1042,37,30-39,blue-collar,single,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
1043,36,30-39,management,single,basic.6y,Elementary,High Income,no,no,no,No Obligations
1044,48,40-49,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
1045,30,20-29,admin.,divorced,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
1046,38,30-39,entrepreneur,married,university.degree,Advanced,High Income,no,no,no,No Obligations
1047,50,40-49,technician,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
1048,50,40-49,unemployed,married,professional.course,Secondary,No Income,no,no,no,No Obligations
1049,54,50-59,entrepreneur,married,basic.4y,Elementary,High Income,no,no,yes,Has Obligations
1050,33,30-39,management,married,university.degree,Advanced,High Income,no,no,no,No Obligations
1051,20,10-19,entrepreneur,single,high.school,Secondary,High Income,no,no,no,No Obligations
1052,24,20-29,blue-collar,married,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
1053,28,20-29,management,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
1054,55,50-59,housemaid,married,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
1055,25,20-29,blue-collar,married,high.school,Secondary,Low Income,no,no,no,No Obligations
1056,27,20-29,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
1057,34,30-39,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
1058,25,20-29,technician,single,professional.course,Secondary,Medium Income,no,no,no,No Obligations
1059,36,30-39,blue-collar,single,basic.6y,Elementary,Low Income,no,no,no,No Obligations
1060,27,20-29,blue-collar,married,basic.9y,Elementary,Low Income,no,no,yes,Has Obligations
1061,45,40-49,management,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
1062,28,20-29,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
1063,30,20-29,technician,single,basic.6y,Elementary,Medium Income,no,yes,no,Has Obligations
1064,29,20-29,services,single,basic.9y,Elementary,Low Income,no,no,no,No Obligations
1065,36,30-39,admin.,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
1066,45,40-49,admin.,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
1067,35,30-39,technician,married,professional.course,Secondary,Medium Income,no,no,yes,Has Obligations
1068,42,40-49,services,married,high.school,Secondary,Low Income,no,no,yes,Has Obligations
1069,32,30-39,admin.,married,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
1070,29,20-29,admin.,single,high.school,Secondary,Medium Income,no,no,no,No Obligations
1071,34,30-39,blue-collar,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
1072,36,30-39,self-employed,single,basic.6y,Elementary,High Income,no,no,no,No Obligations
1073,31,30-39,services,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
1074,36,30-39,technician,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
1075,59,50-59,technician,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
1076,29,20-29,blue-collar,single,high.school,Secondary,Low Income,no,no,no,No Obligations
1077,45,40-49,management,single,university.degree,Advanced,High Income,no,no,no,No Obligations
1078,28,20-29,self-employed,single,university.degree,Advanced,High Income,no,no,no,No Obligations
1079,38,30-39,entrepreneur,married,basic.6y,Elementary,High Income,no,yes,yes,Has Obligations
1080,28,20-29,admin.,single,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
1081,37,30-39,blue-collar,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
1082,36,30-39,housemaid,divorced,university.degree,Advanced,No Income,no,no,no,No Obligations
1083,54,50-59,housemaid,married,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
1084,53,50-59,retired,married,basic.6y,Elementary,Medium Income,no,no,yes,Has Obligations
1085,43,40-49,unemployed,married,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
1086,49,40-49,admin.,married,high.school,Secondary,Medium Income,no,no,yes,Has Obligations
1087,32,30-39,self-employed,divorced,professional.course,Secondary,High Income,no,no,no,No Obligations
1088,50,40-49,blue-collar,single,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
1089,51,50-59,blue-collar,divorced,basic.9y,Elementary,Low Income,no,no,no,No Obligations
1090,44,40-49,self-employed,married,professional.course,Secondary,High Income,no,no,no,No Obligations
1091,29,20-29,blue-collar,married,high.school,Secondary,Low Income,no,no,no,No Obligations
1092,46,40-49,blue-collar,divorced,basic.6y,Elementary,Low Income,no,no,no,No Obligations
1093,32,30-39,unemployed,divorced,basic.4y,Elementary,No Income,no,no,no,No Obligations
1094,43,40-49,blue-collar,divorced,basic.4y,Elementary,Low Income,no,no,no,No Obligations
1095,53,50-59,admin.,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
1096,35,30-39,services,single,basic.4y,Elementary,Low Income,no,no,yes,Has Obligations
1097,49,40-49,admin.,divorced,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
1098,40,30-39,services,single,professional.course,Secondary,Low Income,no,no,no,No Obligations
1099,29,20-29,services,divorced,high.school,Secondary,Low Income,no,no,no,No Obligations
1100,53,50-59,retired,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
1101,53,50-59,management,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
1102,35,30-39,services,married,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
1103,31,30-39,entrepreneur,divorced,high.school,Secondary,High Income,no,yes,no,Has Obligations
1104,46,40-49,entrepreneur,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
1105,28,20-29,blue-collar,married,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
1106,38,30-39,admin.,married,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
1107,28,20-29,self-employed,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
1108,31,30-39,blue-collar,divorced,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
